Time	Channel B
(s)	(V)

0.03260000	-6.63899400
0.03280000	-6.63991000
0.03300000	-6.64082500
0.03320000	-6.64174100
0.03340000	-6.64204600
0.03360000	-6.64204600
0.03380000	-6.64143600
0.03400000	-6.64052000
0.03420000	-6.63991000
0.03440000	-6.63929900
0.03460000	-6.63868900
0.03480000	-6.63838300
0.03500000	-6.63807800
0.03520000	-6.63807800
0.03540000	-6.63838300
0.03560000	-6.63868900
0.03580000	-6.63929900
0.03600000	-6.63991000
0.03620000	-6.63991000
0.03640000	-6.63960500
0.03660000	-6.63899400
0.03680000	-6.63807800
0.03700000	-6.63746800
0.03720000	-6.63746800
0.03740000	-6.63777300
0.03760000	-6.63777300
0.03780000	-6.63746800
0.03800000	-6.63624700
0.03820000	-6.63502600
0.03840000	-6.63319500
0.03860000	-6.63197400
0.03880000	-6.63166900
0.03900000	-6.63166900
0.03920000	-6.63227900
0.03940000	-6.63319500
0.03960000	-6.63441600
0.03980000	-6.63563700
0.04000000	-6.63655200
0.04020000	-6.63716300
0.04040000	-6.63746800
0.04060000	-6.63777300
0.04080000	-6.63746800
0.04100000	-6.63746800
0.04120000	-6.63746800
0.04140000	-6.63746800
0.04160000	-6.63746800
0.04180000	-6.63746800
0.04200000	-6.63746800
0.04220000	-6.63746800
0.04240000	-6.63685800
0.04260000	-6.63655200
0.04280000	-6.63624700
0.04300000	-6.63594200
0.04320000	-6.63594200
0.04340000	-6.63655200
0.04360000	-6.63716300
0.04380000	-6.63838300
0.04400000	-6.63929900
0.04420000	-6.64021500
0.04440000	-6.64143600
0.04460000	-6.64265700
0.04480000	-6.64387800
0.04500000	-6.64509800
0.04520000	-6.64540300
0.04540000	-6.64570900
0.04560000	-6.64509800
0.04580000	-6.64448800
0.04600000	-6.64326700
0.04620000	-6.64204600
0.04640000	-6.64021500
0.04660000	-6.63868900
0.04680000	-6.63746800
0.04700000	-6.63655200
0.04720000	-6.63594200
0.04740000	-6.63563700
0.04760000	-6.63563700
0.04780000	-6.63533200
0.04800000	-6.63563700
0.04820000	-6.63624700
0.04840000	-6.63716300
0.04860000	-6.63838300
0.04880000	-6.63899400
0.04900000	-6.63929900
0.04920000	-6.63899400
0.04940000	-6.63807800
0.04960000	-6.63624700
0.04980000	-6.63472100
0.05000000	-6.63350000
0.05020000	-6.63319500
0.05040000	-6.63411000
0.05060000	-6.63563700
0.05080000	-6.63777300
0.05100000	-6.63960500
0.05120000	-6.64052000
0.05140000	-6.64082500
0.05160000	-6.64113000
0.05180000	-6.64143600
0.05200000	-6.64204600
0.05220000	-6.64265700
0.05240000	-6.64265700
0.05260000	-6.64204600
0.05280000	-6.64082500
0.05300000	-6.63929900
0.05320000	-6.63777300
0.05340000	-6.63716300
0.05360000	-6.63685800
0.05380000	-6.63777300
0.05400000	-6.63868900
0.05420000	-6.63899400
0.05440000	-6.63899400
0.05460000	-6.63807800
0.05480000	-6.63685800
0.05500000	-6.63563700
0.05520000	-6.63502600
0.05540000	-6.63533200
0.05560000	-6.63624700
0.05580000	-6.63777300
0.05600000	-6.63960500
0.05620000	-6.64174100
0.05640000	-6.64326700
0.05660000	-6.64448800
0.05680000	-6.64479300
0.05700000	-6.64479300
0.05720000	-6.64448800
0.05740000	-6.64387800
0.05760000	-6.64326700
0.05780000	-6.64265700
0.05800000	-6.64143600
0.05820000	-6.64021500
0.05840000	-6.63838300
0.05860000	-6.63746800
0.05880000	-6.63624700
0.05900000	-6.63563700
0.05920000	-6.63563700
0.05940000	-6.63594200
0.05960000	-6.63594200
0.05980000	-6.63624700
0.06000000	-6.63594200
0.06020000	-6.63624700
0.06040000	-6.63655200
0.06060000	-6.63746800
0.06080000	-6.63838300
0.06100000	-6.63960500
0.06120000	-6.64052000
0.06140000	-6.64082500
0.06160000	-6.64052000
0.06180000	-6.63991000
0.06200000	-6.63899400
0.06220000	-6.63838300
0.06240000	-6.63838300
0.06260000	-6.63868900
0.06280000	-6.63991000
0.06300000	-6.64113000
0.06320000	-6.64204600
0.06340000	-6.64265700
0.06360000	-6.64265700
0.06380000	-6.64204600
0.06400000	-6.64113000
0.06420000	-6.64021500
0.06440000	-6.63899400
0.06460000	-6.63746800
0.06480000	-6.63655200
0.06500000	-6.63563700
0.06520000	-6.63563700
0.06540000	-6.63655200
0.06560000	-6.63807800
0.06580000	-6.63960500
0.06600000	-6.64082500
0.06620000	-6.64143600
0.06640000	-6.64143600
0.06660000	-6.64143600
0.06680000	-6.64174100
0.06700000	-6.64143600
0.06720000	-6.64143600
0.06740000	-6.64113000
0.06760000	-6.64082500
0.06780000	-6.64021500
0.06800000	-6.64021500
0.06820000	-6.64052000
0.06840000	-6.64082500
0.06860000	-6.64174100
0.06880000	-6.64235100
0.06900000	-6.64265700
0.06920000	-6.64296200
0.06940000	-6.64235100
0.06960000	-6.64235100
0.06980000	-6.64204600
0.07000000	-6.64204600
0.07020000	-6.64235100
0.07040000	-6.64296200
0.07060000	-6.64357200
0.07080000	-6.64418300
0.07100000	-6.64418300
0.07120000	-6.64357200
0.07140000	-6.64265700
0.07160000	-6.64204600
0.07180000	-6.64174100
0.07200000	-6.64265700
0.07220000	-6.64387800
0.07240000	-6.64509800
0.07260000	-6.64540300
0.07280000	-6.64479300
0.07300000	-6.64265700
0.07320000	-6.64021500
0.07340000	-6.63807800
0.07360000	-6.63685800
0.07380000	-6.63655200
0.07400000	-6.63655200
0.07420000	-6.63655200
0.07440000	-6.63655200
0.07460000	-6.63624700
0.07480000	-6.63624700
0.07500000	-6.63685800
0.07520000	-6.63777300
0.07540000	-6.63838300
0.07560000	-6.63899400
0.07580000	-6.63929900
0.07600000	-6.63899400
0.07620000	-6.63899400
0.07640000	-6.63868900
0.07660000	-6.63777300
0.07680000	-6.63716300
0.07700000	-6.63655200
0.07720000	-6.63624700
0.07740000	-6.63655200
0.07760000	-6.63685800
0.07780000	-6.63746800
0.07800000	-6.63777300
0.07820000	-6.63777300
0.07840000	-6.63746800
0.07860000	-6.63746800
0.07880000	-6.63746800
0.07900000	-6.63746800
0.07920000	-6.63746800
0.07940000	-6.63807800
0.07960000	-6.63899400
0.07980000	-6.63991000
0.08000000	-6.64113000
0.08020000	-6.64174100
0.08040000	-6.64174100
0.08060000	-6.64082500
0.08080000	-6.63960500
0.08100000	-6.63868900
0.08120000	-6.63899400
0.08140000	-6.64021500
0.08160000	-6.64204600
0.08180000	-6.64418300
0.08200000	-6.64540300
0.08220000	-6.64570900
0.08240000	-6.64509800
0.08260000	-6.64418300
0.08280000	-6.64296200
0.08300000	-6.64204600
0.08320000	-6.64143600
0.08340000	-6.64113000
0.08360000	-6.64143600
0.08380000	-6.64174100
0.08400000	-6.64143600
0.08420000	-6.64113000
0.08440000	-6.64052000
0.08460000	-6.63991000
0.08480000	-6.63960500
0.08500000	-6.64021500
0.08520000	-6.64113000
0.08540000	-6.64265700
0.08560000	-6.64448800
0.08580000	-6.64631900
0.08600000	-6.64784500
0.08620000	-6.64906600
0.08640000	-6.64937100
0.08660000	-6.64967600
0.08680000	-6.64937100
0.08700000	-6.64845600
0.08720000	-6.64723500
0.08740000	-6.64631900
0.08760000	-6.64540300
0.08780000	-6.64479300
0.08800000	-6.64448800
0.08820000	-6.64509800
0.08840000	-6.64570900
0.08860000	-6.64693000
0.08880000	-6.64754000
0.08900000	-6.64754000
0.08920000	-6.64693000
0.08940000	-6.64540300
0.08960000	-6.64357200
0.08980000	-6.64174100
0.09000000	-6.64052000
0.09020000	-6.64021500
0.09040000	-6.64082500
0.09060000	-6.64204600
0.09080000	-6.64326700
0.09100000	-6.64448800
0.09120000	-6.64479300
0.09140000	-6.64509800
0.09160000	-6.64479300
0.09180000	-6.64448800
0.09200000	-6.64418300
0.09220000	-6.64387800
0.09240000	-6.64357200
0.09260000	-6.64357200
0.09280000	-6.64326700
0.09300000	-6.64326700
0.09320000	-6.64296200
0.09340000	-6.64296200
0.09360000	-6.64296200
0.09380000	-6.64326700
0.09400000	-6.64357200
0.09420000	-6.64387800
0.09440000	-6.64387800
0.09460000	-6.64357200
0.09480000	-6.64357200
0.09500000	-6.64387800
0.09520000	-6.64448800
0.09540000	-6.64509800
0.09560000	-6.64540300
0.09580000	-6.64540300
0.09600000	-6.64540300
0.09620000	-6.64570900
0.09640000	-6.64570900
0.09660000	-6.64570900
0.09680000	-6.64509800
0.09700000	-6.64387800
0.09720000	-6.64296200
0.09740000	-6.64204600
0.09760000	-6.64143600
0.09780000	-6.64174100
0.09800000	-6.64235100
0.09820000	-6.64265700
0.09840000	-6.64296200
0.09860000	-6.64326700
0.09880000	-6.64357200
0.09900000	-6.64357200
0.09920000	-6.64326700
0.09940000	-6.64296200
0.09960000	-6.64265700
0.09980000	-6.64235100
0.10000000	-6.64296200
0.10020000	-6.64387800
0.10040000	-6.64479300
0.10060000	-6.64570900
0.10080000	-6.64631900
0.10100000	-6.64631900
0.10120000	-6.64601400
0.10140000	-6.64509800
0.10160000	-6.64418300
0.10180000	-6.64357200
0.10200000	-6.64296200
0.10220000	-6.64357200
0.10240000	-6.64418300
0.10260000	-6.64540300
0.10280000	-6.64631900
0.10300000	-6.64754000
0.10320000	-6.64784500
0.10340000	-6.64845600
0.10360000	-6.64845600
0.10380000	-6.64845600
0.10400000	-6.64784500
0.10420000	-6.64754000
0.10440000	-6.64693000
0.10460000	-6.64662500
0.10480000	-6.64601400
0.10500000	-6.64601400
0.10520000	-6.64631900
0.10540000	-6.64662500
0.10560000	-6.64723500
0.10580000	-6.64754000
0.10600000	-6.64784500
0.10620000	-6.64815000
0.10640000	-6.64876100
0.10660000	-6.64967600
0.10680000	-6.65028700
0.10700000	-6.65120300
0.10720000	-6.65120300
0.10740000	-6.65059200
0.10760000	-6.64998100
0.10780000	-6.64876100
0.10800000	-6.64815000
0.10820000	-6.64723500
0.10840000	-6.64631900
0.10860000	-6.64570900
0.10880000	-6.64570900
0.10900000	-6.64570900
0.10920000	-6.64601400
0.10940000	-6.64662500
0.10960000	-6.64693000
0.10980000	-6.64662500
0.11000000	-6.64631900
0.11020000	-6.64570900
0.11040000	-6.64601400
0.11060000	-6.64601400
0.11080000	-6.64631900
0.11100000	-6.64662500
0.11120000	-6.64693000
0.11140000	-6.64693000
0.11160000	-6.64662500
0.11180000	-6.64662500
0.11200000	-6.64662500
0.11220000	-6.64662500
0.11240000	-6.64662500
0.11260000	-6.64631900
0.11280000	-6.64631900
0.11300000	-6.64631900
0.11320000	-6.64662500
0.11340000	-6.64754000
0.11360000	-6.64876100
0.11380000	-6.65028700
0.11400000	-6.65181300
0.11420000	-6.65272900
0.11440000	-6.65303400
0.11460000	-6.65272900
0.11480000	-6.65242300
0.11500000	-6.65211800
0.11520000	-6.65181300
0.11540000	-6.65150800
0.11560000	-6.65089800
0.11580000	-6.64937100
0.11600000	-6.64784500
0.11620000	-6.64601400
0.11640000	-6.64448800
0.11660000	-6.64326700
0.11680000	-6.64235100
0.11700000	-6.64204600
0.11720000	-6.64174100
0.11740000	-6.64174100
0.11760000	-6.64204600
0.11780000	-6.64296200
0.11800000	-6.64448800
0.11820000	-6.64570900
0.11840000	-6.64754000
0.11860000	-6.64906600
0.11880000	-6.65028700
0.11900000	-6.65120300
0.11920000	-6.65211800
0.11940000	-6.65333900
0.11960000	-6.65456000
0.11980000	-6.65578100
0.12000000	-6.65639100
0.12020000	-6.65639100
0.12040000	-6.65547600
0.12060000	-6.65394900
0.12080000	-6.65242300
0.12100000	-6.65059200
0.12120000	-6.64967600
0.12140000	-6.64906600
0.12160000	-6.64906600
0.12180000	-6.64937100
0.12200000	-6.64937100
0.12220000	-6.64967600
0.12240000	-6.64967600
0.12260000	-6.64876100
0.12280000	-6.64784500
0.12300000	-6.64693000
0.12320000	-6.64601400
0.12340000	-6.64570900
0.12360000	-6.64631900
0.12380000	-6.64784500
0.12400000	-6.64937100
0.12420000	-6.65150800
0.12440000	-6.65272900
0.12460000	-6.65364400
0.12480000	-6.65486500
0.12500000	-6.65578100
0.12520000	-6.65730700
0.12540000	-6.65883300
0.12560000	-6.66005400
0.12580000	-6.66096900
0.12600000	-6.66066400
0.12620000	-6.65944300
0.12640000	-6.65791700
0.12660000	-6.65578100
0.12680000	-6.65364400
0.12700000	-6.65211800
0.12720000	-6.65120300
0.12740000	-6.65089800
0.12760000	-6.65089800
0.12780000	-6.65089800
0.12800000	-6.65059200
0.12820000	-6.65028700
0.12840000	-6.64967600
0.12860000	-6.64937100
0.12880000	-6.65028700
0.12900000	-6.65150800
0.12920000	-6.65333900
0.12940000	-6.65578100
0.12960000	-6.65791700
0.12980000	-6.65913800
0.13000000	-6.65944300
0.13020000	-6.65883300
0.13040000	-6.65730700
0.13060000	-6.65608600
0.13080000	-6.65517000
0.13100000	-6.65425400
0.13120000	-6.65394900
0.13140000	-6.65364400
0.13160000	-6.65272900
0.13180000	-6.65150800
0.13200000	-6.65059200
0.13220000	-6.64998100
0.13240000	-6.65028700
0.13260000	-6.65089800
0.13280000	-6.65150800
0.13300000	-6.65211800
0.13320000	-6.65211800
0.13340000	-6.65181300
0.13360000	-6.65150800
0.13380000	-6.65150800
0.13400000	-6.65181300
0.13420000	-6.65242300
0.13440000	-6.65364400
0.13460000	-6.65486500
0.13480000	-6.65669600
0.13500000	-6.65883300
0.13520000	-6.66035900
0.13540000	-6.66158000
0.13560000	-6.66249600
0.13580000	-6.66280100
0.13600000	-6.66280100
0.13620000	-6.66249600
0.13640000	-6.66188500
0.13660000	-6.66096900
0.13680000	-6.66035900
0.13700000	-6.65913800
0.13720000	-6.65822300
0.13740000	-6.65761200
0.13760000	-6.65700100
0.13780000	-6.65669600
0.13800000	-6.65639100
0.13820000	-6.65639100
0.13840000	-6.65639100
0.13860000	-6.65669600
0.13880000	-6.65700100
0.13900000	-6.65761200
0.13920000	-6.65852800
0.13940000	-6.65944300
0.13960000	-6.65974900
0.13980000	-6.65974900
0.14000000	-6.65944300
0.14020000	-6.65913800
0.14040000	-6.65883300
0.14060000	-6.65913800
0.14080000	-6.65944300
0.14100000	-6.66005400
0.14120000	-6.66035900
0.14140000	-6.66096900
0.14160000	-6.66096900
0.14180000	-6.66096900
0.14200000	-6.66066400
0.14220000	-6.65974900
0.14240000	-6.65822300
0.14260000	-6.65730700
0.14280000	-6.65669600
0.14300000	-6.65669600
0.14320000	-6.65761200
0.14340000	-6.65913800
0.14360000	-6.66096900
0.14380000	-6.66310600
0.14400000	-6.66402100
0.14420000	-6.66463200
0.14440000	-6.66432700
0.14460000	-6.66371600
0.14480000	-6.66249600
0.14500000	-6.66127400
0.14520000	-6.65944300
0.14540000	-6.65791700
0.14560000	-6.65669600
0.14580000	-6.65639100
0.14600000	-6.65700100
0.14620000	-6.65822300
0.14640000	-6.65974900
0.14660000	-6.66127400
0.14680000	-6.66249600
0.14700000	-6.66310600
0.14720000	-6.66310600
0.14740000	-6.66341100
0.14760000	-6.66402100
0.14780000	-6.66463200
0.14800000	-6.66493700
0.14820000	-6.66493700
0.14840000	-6.66432700
0.14860000	-6.66310600
0.14880000	-6.66158000
0.14900000	-6.66005400
0.14920000	-6.65883300
0.14940000	-6.65822300
0.14960000	-6.65791700
0.14980000	-6.65822300
0.15000000	-6.65883300
0.15020000	-6.66005400
0.15040000	-6.66096900
0.15060000	-6.66158000
0.15080000	-6.66188500
0.15100000	-6.66158000
0.15120000	-6.66158000
0.15140000	-6.66188500
0.15160000	-6.66280100
0.15180000	-6.66402100
0.15200000	-6.66585300
0.15220000	-6.66768400
0.15240000	-6.66860000
0.15260000	-6.66951500
0.15280000	-6.66982000
0.15300000	-6.66982000
0.15320000	-6.67012600
0.15340000	-6.67012600
0.15360000	-6.66982000
0.15380000	-6.66921000
0.15400000	-6.66798900
0.15420000	-6.66615800
0.15440000	-6.66463200
0.15460000	-6.66310600
0.15480000	-6.66249600
0.15500000	-6.66249600
0.15520000	-6.66310600
0.15540000	-6.66341100
0.15560000	-6.66341100
0.15580000	-6.66310600
0.15600000	-6.66249600
0.15620000	-6.66219000
0.15640000	-6.66219000
0.15660000	-6.66280100
0.15680000	-6.66371600
0.15700000	-6.66432700
0.15720000	-6.66524200
0.15740000	-6.66585300
0.15760000	-6.66646300
0.15780000	-6.66676900
0.15800000	-6.66646300
0.15820000	-6.66554700
0.15840000	-6.66432700
0.15860000	-6.66341100
0.15880000	-6.66341100
0.15900000	-6.66402100
0.15920000	-6.66554700
0.15940000	-6.66646300
0.15960000	-6.66707400
0.15980000	-6.66676900
0.16000000	-6.66554700
0.16020000	-6.66432700
0.16040000	-6.66341100
0.16060000	-6.66249600
0.16080000	-6.66219000
0.16100000	-6.66249600
0.16120000	-6.66341100
0.16140000	-6.66493700
0.16160000	-6.66676900
0.16180000	-6.66798900
0.16200000	-6.66860000
0.16220000	-6.66860000
0.16240000	-6.66768400
0.16260000	-6.66676900
0.16280000	-6.66615800
0.16300000	-6.66585300
0.16320000	-6.66615800
0.16340000	-6.66676900
0.16360000	-6.66798900
0.16380000	-6.66921000
0.16400000	-6.66982000
0.16420000	-6.67012600
0.16440000	-6.66921000
0.16460000	-6.66768400
0.16480000	-6.66554700
0.16500000	-6.66402100
0.16520000	-6.66371600
0.16540000	-6.66402100
0.16560000	-6.66493700
0.16580000	-6.66646300
0.16600000	-6.66798900
0.16620000	-6.66921000
0.16640000	-6.67012600
0.16660000	-6.67043100
0.16680000	-6.67073600
0.16700000	-6.67073600
0.16720000	-6.67043100
0.16740000	-6.67012600
0.16760000	-6.66982000
0.16780000	-6.66982000
0.16800000	-6.67043100
0.16820000	-6.67073600
0.16840000	-6.67134700
0.16860000	-6.67195700
0.16880000	-6.67287300
0.16900000	-6.67348300
0.16920000	-6.67439900
0.16940000	-6.67500900
0.16960000	-6.67500900
0.16980000	-6.67439900
0.17000000	-6.67348300
0.17020000	-6.67256700
0.17040000	-6.67134700
0.17060000	-6.67043100
0.17080000	-6.66982000
0.17100000	-6.66860000
0.17120000	-6.66737900
0.17140000	-6.66615800
0.17160000	-6.66554700
0.17180000	-6.66585300
0.17200000	-6.66737900
0.17220000	-6.66921000
0.17240000	-6.67195700
0.17260000	-6.67409400
0.17280000	-6.67500900
0.17300000	-6.67562000
0.17320000	-6.67531400
0.17340000	-6.67500900
0.17360000	-6.67470400
0.17380000	-6.67470400
0.17400000	-6.67531400
0.17420000	-6.67562000
0.17440000	-6.67592500
0.17460000	-6.67653500
0.17480000	-6.67653500
0.17500000	-6.67623000
0.17520000	-6.67562000
0.17540000	-6.67500900
0.17560000	-6.67439900
0.17580000	-6.67378800
0.17600000	-6.67348300
0.17620000	-6.67317800
0.17640000	-6.67348300
0.17660000	-6.67378800
0.17680000	-6.67317800
0.17700000	-6.67256700
0.17720000	-6.67134700
0.17740000	-6.67012600
0.17760000	-6.66890500
0.17780000	-6.66768400
0.17800000	-6.66707400
0.17820000	-6.66707400
0.17840000	-6.66768400
0.17860000	-6.66890500
0.17880000	-6.67012600
0.17900000	-6.67134700
0.17920000	-6.67195700
0.17940000	-6.67287300
0.17960000	-6.67317800
0.17980000	-6.67409400
0.18000000	-6.67531400
0.18020000	-6.67592500
0.18040000	-6.67623000
0.18060000	-6.67562000
0.18080000	-6.67439900
0.18100000	-6.67317800
0.18120000	-6.67195700
0.18140000	-6.67073600
0.18160000	-6.66951500
0.18180000	-6.66860000
0.18200000	-6.66768400
0.18220000	-6.66707400
0.18240000	-6.66707400
0.18260000	-6.66737900
0.18280000	-6.66860000
0.18300000	-6.66951500
0.18320000	-6.67073600
0.18340000	-6.67226200
0.18360000	-6.67378800
0.18380000	-6.67531400
0.18400000	-6.67653500
0.18420000	-6.67714500
0.18440000	-6.67714500
0.18460000	-6.67653500
0.18480000	-6.67531400
0.18500000	-6.67439900
0.18520000	-6.67378800
0.18540000	-6.67348300
0.18560000	-6.67317800
0.18580000	-6.67317800
0.18600000	-6.67317800
0.18620000	-6.67348300
0.18640000	-6.67348300
0.18660000	-6.67409400
0.18680000	-6.67500900
0.18700000	-6.67653500
0.18720000	-6.67836700
0.18740000	-6.67989300
0.18760000	-6.68141800
0.18780000	-6.68264000
0.18800000	-6.68325000
0.18820000	-6.68355500
0.18840000	-6.68355500
0.18860000	-6.68325000
0.18880000	-6.68233400
0.18900000	-6.68141800
0.18920000	-6.67989300
0.18940000	-6.67867200
0.18960000	-6.67775600
0.18980000	-6.67745100
0.19000000	-6.67836700
0.19020000	-6.68019800
0.19040000	-6.68233400
0.19060000	-6.68386000
0.19080000	-6.68508100
0.19100000	-6.68477600
0.19120000	-6.68355500
0.19140000	-6.68202900
0.19160000	-6.68019800
0.19180000	-6.67897700
0.19200000	-6.67897700
0.19220000	-6.67958700
0.19240000	-6.68111300
0.19260000	-6.68202900
0.19280000	-6.68264000
0.19300000	-6.68202900
0.19320000	-6.68080800
0.19340000	-6.67897700
0.19360000	-6.67775600
0.19380000	-6.67714500
0.19400000	-6.67714500
0.19420000	-6.67745100
0.19440000	-6.67806100
0.19460000	-6.67836700
0.19480000	-6.67806100
0.19500000	-6.67806100
0.19520000	-6.67806100
0.19540000	-6.67836700
0.19560000	-6.67897700
0.19580000	-6.67989300
0.19600000	-6.68050300
0.19620000	-6.68050300
0.19640000	-6.67989300
0.19660000	-6.67897700
0.19680000	-6.67806100
0.19700000	-6.67775600
0.19720000	-6.67775600
0.19740000	-6.67867200
0.19760000	-6.67989300
0.19780000	-6.68111300
0.19799999	-6.68202900
0.19819999	-6.68233400
0.19839999	-6.68202900
0.19859999	-6.68172400
0.19879999	-6.68111300
0.19899999	-6.68050300
0.19919999	-6.68019800
0.19939999	-6.68080800
0.19959999	-6.68141800
0.19979999	-6.68233400
0.19999999	-6.68294500
0.20019999	-6.68355500
0.20039999	-6.68355500
0.20059999	-6.68325000
0.20079999	-6.68264000
0.20099999	-6.68233400
0.20119999	-6.68233400
0.20139999	-6.68294500
0.20159999	-6.68386000
0.20179999	-6.68477600
0.20199999	-6.68569200
0.20219999	-6.68660700
0.20239999	-6.68752300
0.20259999	-6.68782800
0.20279999	-6.68813300
0.20299999	-6.68782800
0.20319999	-6.68630200
0.20339999	-6.68477600
0.20359999	-6.68294500
0.20379999	-6.68141800
0.20399999	-6.68080800
0.20419999	-6.68111300
0.20439999	-6.68202900
0.20459999	-6.68294500
0.20479999	-6.68447100
0.20499999	-6.68538600
0.20519999	-6.68630200
0.20539999	-6.68660700
0.20559999	-6.68630200
0.20579999	-6.68599700
0.20599999	-6.68508100
0.20619999	-6.68447100
0.20639999	-6.68355500
0.20659999	-6.68294500
0.20679999	-6.68264000
0.20699999	-6.68264000
0.20719999	-6.68294500
0.20739999	-6.68325000
0.20759999	-6.68386000
0.20779999	-6.68416500
0.20799999	-6.68447100
0.20819999	-6.68508100
0.20839999	-6.68599700
0.20859999	-6.68813300
0.20879999	-6.68996500
0.20899999	-6.69210100
0.20919999	-6.69332200
0.20939999	-6.69362700
0.20959999	-6.69332200
0.20979999	-6.69271100
0.20999999	-6.69179600
0.21019999	-6.69118500
0.21039999	-6.69088000
0.21059999	-6.69088000
0.21079999	-6.69118500
0.21099999	-6.69179600
0.21119999	-6.69210100
0.21139999	-6.69271100
0.21159999	-6.69271100
0.21179999	-6.69271100
0.21199999	-6.69240600
0.21219999	-6.69179600
0.21239999	-6.69118500
0.21259999	-6.69057500
0.21279999	-6.68996500
0.21299999	-6.68935400
0.21319999	-6.68874400
0.21339999	-6.68752300
0.21359999	-6.68660700
0.21379999	-6.68538600
0.21399999	-6.68447100
0.21419999	-6.68447100
0.21439999	-6.68477600
0.21459999	-6.68508100
