Time	Channel A
(s)	(V)

2.00337813	-1.79221100
2.00362814	-1.79221100
2.00387816	-1.78732800
2.00412817	-1.78732800
2.00437819	-1.77756100
2.00462821	-1.78732800
2.00487822	-1.79709400
2.00512824	-1.79221100
2.00537825	-1.78244400
2.00562827	-1.79221100
2.00587829	-1.79221100
2.00612830	-1.77756100
2.00637832	-1.80197800
2.00662833	-1.77267700
2.00687835	-1.79221100
2.00712837	-1.79221100
2.00737838	-1.79221100
2.00762840	-1.81662800
2.00787841	-1.79709400
2.00812843	-1.80197800
2.00837845	-1.79221100
2.00862846	-1.79221100
2.00887848	-1.79221100
2.00912849	-1.81662800
2.00937851	-1.79709400
2.00962853	-1.78244400
2.00987854	-1.79221100
2.01012856	-1.78244400
2.01037857	-1.80686100
2.01062859	-1.79221100
2.01087861	-1.77756100
2.01112862	-1.78244400
2.01137864	-1.79221100
2.01162865	-1.78732800
2.01187867	-1.81174500
2.01212869	-1.77267700
2.01237870	-1.79221100
2.01262872	-1.80197800
2.01287873	-1.81174500
2.01312875	-1.79221100
2.01337877	-1.78732800
2.01362878	-1.78732800
2.01387880	-1.78244400
2.01412881	-1.79221100
2.01437883	-1.79709400
2.01462885	-1.78244400
2.01487886	-1.78732800
2.01512888	-1.79709400
2.01537889	-1.80686100
2.01562891	-1.80686100
2.01587893	-1.79221100
2.01612894	-1.80197800
2.01637896	-1.78244400
2.01662897	-1.79221100
2.01687899	-1.79221100
2.01712901	-1.79221100
2.01737902	-1.77756100
2.01762904	-1.79221100
2.01787905	-1.79221100
2.01812907	-1.79221100
2.01837909	-1.79221100
2.01862910	-1.78244400
2.01887912	-1.78732800
2.01912913	-1.77756100
2.01937915	-1.78732800
2.01962917	-1.78732800
2.01987918	-1.78244400
2.02012920	-1.79709400
2.02037921	-1.77756100
2.02062923	-1.79709400
2.02087925	-1.78244400
2.02112926	-1.78732800
2.02137928	-1.78732800
2.02162929	-1.77756100
2.02187931	-1.79709400
2.02212933	-1.78244400
2.02237934	-1.79709400
2.02262936	-1.77267700
2.02287937	-1.80197800
2.02312939	-1.79221100
2.02337941	-1.80197800
2.02362942	-1.80197800
2.02387944	-1.79709400
2.02412945	-1.79709400
2.02437947	-1.78732800
2.02462949	-1.80686100
2.02487950	-1.78732800
2.02512952	-1.80197800
2.02537953	-1.79221100
2.02562955	-1.79709400
2.02587957	-1.79709400
2.02612958	-1.79709400
2.02637960	-1.80197800
2.02662961	-1.79221100
2.02687963	-1.78732800
2.02712965	-1.79709400
2.02737966	-1.78244400
2.02762968	-1.81174500
2.02787969	-1.78732800
2.02812971	-1.79709400
2.02837973	-1.78732800
2.02862974	-1.77756100
2.02887976	-1.79709400
2.02912977	-1.79709400
2.02937979	-1.80197800
2.02962981	-1.78732800
2.02987982	-1.78732800
2.03012984	-1.79709400
2.03037985	-1.79221100
2.03062987	-1.77267700
2.03087989	-1.78732800
2.03112990	-1.79221100
2.03137992	-1.79709400
2.03162993	-1.78732800
2.03187995	-1.79709400
2.03212997	-1.78244400
2.03237998	-1.78244400
2.03263000	-1.80686100
2.03288001	-1.79221100
2.03313003	-1.78244400
2.03338005	-1.79709400
2.03363006	-1.77267700
2.03388008	-1.82151100
2.03413009	-1.78732800
2.03438011	-1.79221100
2.03463013	-1.80197800
2.03488014	-1.79221100
2.03513016	-1.80197800
2.03538017	-1.79221100
2.03563019	-1.78732800
2.03588021	-1.77756100
2.03613022	-1.79221100
2.03638024	-1.79709400
2.03663025	-1.79709400
2.03688027	-1.80197800
2.03713029	-1.79221100
2.03738030	-1.79221100
2.03763032	-1.79709400
2.03788033	-1.79221100
2.03813035	-1.79709400
2.03838037	-1.80686100
2.03863038	-1.80686100
2.03888040	-1.78732800
2.03913041	-1.78244400
2.03938043	-1.80197800
2.03963045	-1.79221100
2.03988046	-1.80197800
2.04013048	-1.79709400
2.04038049	-1.80197800
2.04063051	-1.80197800
2.04088053	-1.80686100
2.04113054	-1.80686100
2.04138056	-1.79221100
2.04163057	-1.79709400
2.04188059	-1.78732800
2.04213061	-1.80197800
2.04238062	-1.80686100
2.04263064	-1.78732800
2.04288065	-1.79709400
2.04313067	-1.79709400
2.04338069	-1.79221100
2.04363070	-1.79709400
2.04388072	-1.80197800
2.04413073	-1.80686100
2.04438075	-1.78244400
2.04463077	-1.80197800
2.04488078	-1.79709400
2.04513080	-1.79709400
2.04538081	-1.79709400
2.04563083	-1.79221100
2.04588085	-1.80686100
2.04613086	-1.79709400
2.04638088	-1.78244400
2.04663089	-1.80686100
2.04688091	-1.77756100
2.04713093	-1.79221100
2.04738094	-1.81174500
2.04763096	-1.78244400
2.04788097	-1.78732800
2.04813099	-1.79709400
2.04838101	-1.79221100
2.04863102	-1.79221100
2.04888104	-1.78732800
2.04913105	-1.79221100
2.04938107	-1.80686100
2.04963109	-1.78732800
2.04988110	-1.81174500
2.05013112	-1.78732800
2.05038113	-1.78732800
2.05063115	-1.79221100
2.05088116	-1.79709400
2.05113118	-1.79709400
2.05138120	-1.80197800
2.05163121	-1.78732800
2.05188123	-1.77267700
2.05213124	-1.79709400
2.05238126	-1.77267700
2.05263128	-1.79709400
2.05288129	-1.76779400
2.05313131	-1.78732800
2.05338132	-1.79221100
2.05363134	-1.80197800
2.05388136	-1.79709400
2.05413137	-1.79709400
2.05438139	-1.80197800
2.05463140	-1.79221100
2.05488142	-1.81174500
2.05513144	-1.79221100
2.05538145	-1.79709400
2.05563147	-1.78732800
2.05588148	-1.80197800
2.05613150	-1.78732800
2.05638152	-1.80197800
2.05663153	-1.80197800
2.05688155	-1.80686100
2.05713156	-1.79221100
2.05738158	-1.78244400
2.05763160	-1.79709400
2.05788161	-1.79221100
2.05813163	-1.78732800
2.05838164	-1.79709400
2.05863166	-1.80197800
2.05888168	-1.80197800
2.05913169	-1.78732800
2.05938171	-1.78732800
2.05963172	-1.77756100
2.05988174	-1.79709400
2.06013176	-1.80686100
2.06038177	-1.80197800
2.06063179	-1.78244400
2.06088180	-1.80197800
2.06113182	-1.79221100
2.06138184	-1.78732800
2.06163185	-1.78244400
2.06188187	-1.80197800
2.06213188	-1.79221100
2.06238190	-1.78732800
2.06263192	-1.79221100
2.06288193	-1.80197800
2.06313195	-1.79709400
2.06338196	-1.80197800
2.06363198	-1.79221100
2.06388200	-1.80197800
2.06413201	-1.80197800
2.06438203	-1.80197800
2.06463204	-1.79221100
2.06488206	-1.77756100
2.06513208	-1.79221100
2.06538209	-1.79221100
2.06563211	-1.79709400
2.06588212	-1.80686100
2.06613214	-1.78244400
2.06638216	-1.78244400
2.06663217	-1.78244400
2.06688219	-1.80197800
2.06713220	-1.79221100
2.06738222	-1.80686100
2.06763224	-1.80197800
2.06788225	-1.79221100
2.06813227	-1.79221100
2.06838228	-1.79221100
2.06863230	-1.77756100
2.06888232	-1.79709400
2.06913233	-1.78732800
2.06938235	-1.79709400
2.06963236	-1.80197800
2.06988238	-1.80686100
2.07013240	-1.79221100
2.07038241	-1.80197800
2.07063243	-1.79221100
2.07088244	-1.79709400
2.07113246	-1.79221100
2.07138248	-1.78244400
2.07163249	-1.80197800
2.07188251	-1.79221100
2.07213252	-1.79709400
2.07238254	-1.80197800
2.07263256	-1.81174500
2.07288257	-1.78244400
2.07313259	-1.79221100
2.07338260	-1.81662800
2.07363262	-1.79221100
2.07388264	-1.80197800
2.07413265	-1.78732800
2.07438267	-1.79221100
2.07463268	-1.78244400
2.07488270	-1.81174500
2.07513272	-1.78732800
2.07538273	-1.79221100
2.07563275	-1.80686100
2.07588276	-1.78732800
2.07613278	-1.79709400
2.07638280	-1.80197800
2.07663281	-1.79709400
2.07688283	-1.79709400
2.07713284	-1.78732800
2.07738286	-1.80197800
2.07763288	-1.79221100
2.07788289	-1.81174500
2.07813291	-1.79709400
2.07838292	-1.79221100
2.07863294	-1.79709400
2.07888296	-1.79221100
2.07913297	-1.80197800
2.07938299	-1.78732800
2.07963300	-1.80197800
2.07988302	-1.79709400
2.08013304	-1.81174500
2.08038305	-1.78732800
2.08063307	-1.80197800
2.08088308	-1.78732800
2.08113310	-1.78244400
2.08138312	-1.80686100
2.08163313	-1.78732800
2.08188315	-1.79709400
2.08213316	-1.79221100
2.08238318	-1.81174500
2.08263320	-1.79709400
2.08288321	-1.78732800
2.08313323	-1.79221100
2.08338324	-1.80197800
2.08363326	-1.80686100
2.08388328	-1.80197800
2.08413329	-1.80197800
2.08438331	-1.78732800
2.08463332	-1.79709400
2.08488334	-1.80686100
2.08513336	-1.80197800
2.08538337	-1.79709400
2.08563339	-1.81174500
2.08588340	-1.79709400
2.08613342	-1.81174500
2.08638344	-1.80197800
2.08663345	-1.78732800
2.08688347	-1.79709400
2.08713348	-1.78732800
2.08738350	-1.79221100
2.08763352	-1.80197800
2.08788353	-1.78732800
2.08813355	-1.79221100
2.08838356	-1.79709400
2.08863358	-1.80197800
2.08888360	-1.78732800
2.08913361	-1.80197800
2.08938363	-1.79221100
2.08963364	-1.79709400
2.08988366	-1.81662800
2.09013368	-1.81174500
2.09038369	-1.79709400
2.09063371	-1.80197800
2.09088372	-1.79221100
2.09113374	-1.81174500
2.09138376	-1.80197800
2.09163377	-1.79709400
2.09188379	-1.80197800
2.09213380	-1.79221100
2.09238382	-1.78732800
2.09263384	-1.78732800
2.09288385	-1.79709400
2.09313387	-1.79709400
2.09338388	-1.79709400
2.09363390	-1.79709400
2.09388392	-1.80197800
2.09413393	-1.78732800
2.09438395	-1.79221100
2.09463396	-1.78732800
2.09488398	-1.77756100
2.09513400	-1.78244400
2.09538401	-1.78244400
2.09563403	-1.79709400
2.09588404	-1.80197800
2.09613406	-1.77756100
2.09638408	-1.79709400
2.09663409	-1.79221100
2.09688411	-1.79221100
2.09713412	-1.79221100
2.09738414	-1.80197800
2.09763416	-1.80197800
2.09788417	-1.79221100
2.09813419	-1.78732800
2.09838420	-1.79221100
2.09863422	-1.79221100
2.09888424	-1.78732800
2.09913425	-1.79221100
2.09938427	-1.78732800
2.09963428	-1.79221100
2.09988430	-1.78732800
2.10013431	-1.78732800
2.10038433	-1.79221100
2.10063435	-1.80197800
2.10088436	-1.81174500
2.10113438	-1.79709400
2.10138439	-1.79709400
2.10163441	-1.80197800
2.10188443	-1.79221100
2.10213444	-1.80197800
2.10238446	-1.79709400
2.10263447	-1.79709400
2.10288449	-1.78244400
2.10313451	-1.80686100
2.10338452	-1.81662800
2.10363454	-1.79221100
2.10388455	-1.78244400
2.10413457	-1.79221100
2.10438459	-1.79221100
2.10463460	-1.79709400
2.10488462	-1.80197800
2.10513463	-1.80686100
2.10538465	-1.79221100
2.10563467	-1.79709400
2.10588468	-1.79221100
2.10613470	-1.79221100
2.10638471	-1.79709400
2.10663473	-1.79221100
2.10688475	-1.78244400
2.10713476	-1.80197800
2.10738478	-1.79221100
2.10763479	-1.80686100
2.10788481	-1.80197800
2.10813483	-1.80197800
2.10838484	-1.79221100
2.10863486	-1.79709400
2.10888487	-1.78244400
2.10913489	-1.80197800
2.10938491	-1.80686100
2.10963492	-1.80197800
2.10988494	-1.78732800
2.11013495	-1.79221100
2.11038497	-1.78732800
2.11063499	-1.79221100
2.11088500	-1.79709400
2.11113502	-1.79709400
2.11138503	-1.79709400
2.11163505	-1.79221100
2.11188507	-1.80197800
2.11213508	-1.81662800
2.11238510	-1.78732800
2.11263511	-1.79221100
2.11288513	-1.78732800
2.11313515	-1.81174500
2.11338516	-1.78244400
2.11363518	-1.81174500
2.11388519	-1.79221100
2.11413521	-1.81174500
2.11438523	-1.79221100
2.11463524	-1.77756100
2.11488526	-1.80686100
2.11513527	-1.79709400
2.11538529	-1.81662800
2.11563531	-1.80686100
2.11588532	-1.78732800
2.11613534	-1.79709400
2.11638535	-1.79709400
2.11663537	-1.80197800
2.11688539	-1.79221100
2.11713540	-1.79709400
2.11738542	-1.78244400
2.11763543	-1.79221100
2.11788545	-1.79709400
2.11813547	-1.78732800
2.11838548	-1.79221100
2.11863550	-1.81174500
2.11888551	-1.80686100
2.11913553	-1.81174500
2.11938555	-1.78732800
2.11963556	-1.80686100
2.11988558	-1.80197800
2.12013559	-1.79221100
2.12038561	-1.81174500
2.12063563	-1.81174500
2.12088564	-1.81174500
2.12113566	-1.80197800
2.12138567	-1.79709400
2.12163569	-1.81662800
2.12188571	-1.80686100
2.12213572	-1.80197800
2.12238574	-1.79221100
2.12263575	-1.81662800
2.12288577	-1.79221100
2.12313579	-1.81174500
2.12338580	-1.78732800
2.12363582	-1.78732800
2.12388583	-1.78732800
2.12413585	-1.79709400
2.12438587	-1.79709400
2.12463588	-1.80197800
2.12488590	-1.79709400
2.12513591	-1.79221100
2.12538593	-1.78244400
2.12563595	-1.79221100
2.12588596	-1.80197800
2.12613598	-1.79709400
2.12638599	-1.78732800
2.12663601	-1.80686100
2.12688603	-1.79221100
2.12713604	-1.79221100
2.12738606	-1.79221100
2.12763607	-1.78732800
2.12788609	-1.80197800
2.12813611	-1.82151100
2.12838612	-1.81662800
2.12863614	-1.81174500
2.12888615	-1.78732800
2.12913617	-1.78732800
2.12938619	-1.79709400
2.12963620	-1.79709400
2.12988622	-1.81174500
2.13013623	-1.80686100
2.13038625	-1.81662800
2.13063627	-1.79221100
2.13088628	-1.80686100
2.13113630	-1.80197800
2.13138631	-1.77756100
2.13163633	-1.81174500
2.13188635	-1.78732800
2.13213636	-1.79709400
2.13238638	-1.80197800
2.13263639	-1.79221100
2.13288641	-1.78732800
2.13313643	-1.80197800
2.13338644	-1.81174500
2.13363646	-1.80686100
2.13388647	-1.77756100
2.13413649	-1.78732800
2.13438651	-1.81662800
2.13463652	-1.80686100
2.13488654	-1.80197800
2.13513655	-1.80197800
2.13538657	-1.80197800
2.13563659	-1.80686100
2.13588660	-1.78732800
2.13613662	-1.79221100
2.13638663	-1.79709400
2.13663665	-1.79709400
2.13688667	-1.79221100
2.13713668	-1.78732800
2.13738670	-1.81174500
2.13763671	-1.80686100
2.13788673	-1.79221100
2.13813675	-1.80197800
2.13838676	-1.79709400
2.13863678	-1.80197800
2.13888679	-1.78732800
2.13913681	-1.78732800
2.13938683	-1.80197800
2.13963684	-1.79709400
2.13988686	-1.80197800
2.14013687	-1.79709400
2.14038689	-1.78244400
2.14063691	-1.79221100
2.14088692	-1.78244400
2.14113694	-1.81174500
2.14138695	-1.80686100
2.14163697	-1.81662800
2.14188699	-1.81174500
2.14213700	-1.78732800
2.14238702	-1.79709400
2.14263703	-1.80686100
2.14288705	-1.78732800
2.14313707	-1.78244400
2.14338708	-1.78732800
2.14363710	-1.81174500
2.14388711	-1.80686100
2.14413713	-1.79709400
2.14438715	-1.80686100
2.14463716	-1.80197800
2.14488718	-1.80686100
2.14513719	-1.80197800
2.14538721	-1.80197800
2.14563723	-1.80197800
2.14588724	-1.79221100
2.14613726	-1.80686100
2.14638727	-1.80197800
2.14663729	-1.79221100
2.14688731	-1.80686100
2.14713732	-1.81662800
2.14738734	-1.80686100
2.14763735	-1.79221100
2.14788737	-1.79221100
2.14813739	-1.79709400
2.14838740	-1.78732800
2.14863742	-1.79709400
2.14888743	-1.79709400
2.14913745	-1.81174500
2.14938746	-1.80197800
2.14963748	-1.79221100
2.14988750	-1.78732800
2.15013751	-1.79221100
2.15038753	-1.81174500
2.15063754	-1.79709400
2.15088756	-1.81174500
2.15113758	-1.78244400
2.15138759	-1.81174500
2.15163761	-1.79709400
2.15188762	-1.79709400
2.15213764	-1.80686100
2.15238766	-1.79221100
2.15263767	-1.78244400
2.15288769	-1.79709400
2.15313770	-1.80686100
2.15338772	-1.79709400
2.15363774	-1.78732800
2.15388775	-1.79709400
2.15413777	-1.79709400
2.15438778	-1.80197800
2.15463780	-1.80686100
2.15488782	-1.79221100
2.15513783	-1.79709400
2.15538785	-1.79221100
2.15563786	-1.79221100
2.15588788	-1.80197800
2.15613790	-1.79709400
2.15638791	-1.80197800
2.15663793	-1.79709400
2.15688794	-1.79709400
2.15713796	-1.79709400
2.15738798	-1.79709400
2.15763799	-1.80686100
2.15788801	-1.80197800
2.15813802	-1.80686100
2.15838804	-1.77756100
2.15863806	-1.81662800
2.15888807	-1.79709400
2.15913809	-1.79221100
2.15938810	-1.80197800
2.15963812	-1.79221100
2.15988814	-1.79709400
2.16013815	-1.80686100
2.16038817	-1.79709400
2.16063818	-1.80686100
2.16088820	-1.78732800
2.16113822	-1.80197800
2.16138823	-1.82151100
2.16163825	-1.79709400
2.16188826	-1.80686100
2.16213828	-1.81174500
2.16238830	-1.81174500
2.16263831	-1.80686100
2.16288833	-1.79709400
2.16313834	-1.78732800
2.16338836	-1.79221100
2.16363838	-1.79709400
2.16388839	-1.79221100
2.16413841	-1.79709400
2.16438842	-1.79709400
2.16463844	-1.79221100
2.16488846	-1.79221100
2.16513847	-1.79221100
2.16538849	-1.78732800
2.16563850	-1.80686100
2.16588852	-1.81174500
2.16613854	-1.80197800
2.16638855	-1.78732800
2.16663857	-1.80686100
2.16688858	-1.78732800
2.16713860	-1.79221100
2.16738862	-1.80686100
2.16763863	-1.78732800
2.16788865	-1.80197800
2.16813866	-1.80686100
2.16838868	-1.78732800
2.16863870	-1.78244400
2.16888871	-1.79221100
2.16913873	-1.80686100
2.16938874	-1.80197800
2.16963876	-1.80686100
2.16988878	-1.78732800
2.17013879	-1.81662800
2.17038881	-1.81174500
2.17063882	-1.79221100
2.17088884	-1.80197800
2.17113886	-1.78244400
2.17138887	-1.78244400
2.17163889	-1.79709400
2.17188890	-1.80686100
2.17213892	-1.78732800
2.17238894	-1.79709400
2.17263895	-1.79221100
2.17288897	-1.78732800
2.17313898	-1.79221100
2.17338900	-1.78732800
2.17363902	-1.78732800
2.17388903	-1.79221100
2.17413905	-1.80197800
2.17438906	-1.80197800
2.17463908	-1.81174500
2.17488910	-1.79221100
2.17513911	-1.80686100
2.17538913	-1.79709400
2.17563914	-1.79709400
2.17588916	-1.80197800
2.17613918	-1.80197800
2.17638919	-1.80197800
2.17663921	-1.80197800
2.17688922	-1.79221100
2.17713924	-1.80686100
2.17738926	-1.80686100
2.17763927	-1.79709400
2.17788929	-1.78732800
2.17813930	-1.81174500
2.17838932	-1.80686100
2.17863934	-1.79221100
2.17888935	-1.79221100
2.17913937	-1.79221100
2.17938938	-1.80197800
2.17963940	-1.82151100
2.17988942	-1.80197800
2.18013943	-1.78244400
2.18038945	-1.79709400
2.18063946	-1.79221100
2.18088948	-1.80197800
2.18113950	-1.79221100
2.18138951	-1.79221100
2.18163953	-1.79709400
2.18188954	-1.80197800
2.18213956	-1.79709400
2.18238958	-1.78732800
2.18263959	-1.79221100
2.18288961	-1.79709400
2.18313962	-1.79709400
2.18338964	-1.80686100
2.18363966	-1.78732800
2.18388967	-1.80686100
2.18413969	-1.80197800
2.18438970	-1.80686100
2.18463972	-1.80686100
2.18488974	-1.80686100
2.18513975	-1.81174500
2.18538977	-1.81174500
2.18563978	-1.80686100
2.18588980	-1.79221100
2.18613982	-1.81174500
2.18638983	-1.79709400
2.18663985	-1.81174500
2.18688986	-1.81174500
2.18713988	-1.79709400
2.18738990	-1.80686100
2.18763991	-1.78732800
2.18788993	-1.80686100
2.18813994	-1.79221100
2.18838996	-1.81174500
2.18863998	-1.79221100
2.18888999	-1.79221100
2.18914001	-1.78732800
2.18939002	-1.80686100
2.18964004	-1.79221100
2.18989006	-1.78732800
2.19014007	-1.80197800
2.19039009	-1.81662800
2.19064010	-1.82151100
2.19089012	-1.81662800
2.19114014	-1.80197800
2.19139015	-1.81174500
2.19164017	-1.79709400
2.19189018	-1.79221100
2.19214020	-1.80686100
2.19239022	-1.80197800
2.19264023	-1.80686100
2.19289025	-1.81174500
2.19314026	-1.79221100
2.19339028	-1.80686100
2.19364030	-1.79709400
2.19389031	-1.80197800
2.19414033	-1.79709400
2.19439034	-1.81174500
2.19464036	-1.79221100
2.19489038	-1.79221100
2.19514039	-1.79709400
2.19539041	-1.79709400
2.19564042	-1.79709400
2.19589044	-1.78244400
2.19614046	-1.80686100
2.19639047	-1.79709400
2.19664049	-1.78732800
2.19689050	-1.80686100
2.19714052	-1.80197800
2.19739054	-1.81174500
2.19764055	-1.79221100
2.19789057	-1.80686100
2.19814058	-1.80686100
2.19839060	-1.79709400
2.19864061	-1.79709400
2.19889063	-1.78244400
2.19914065	-1.80686100
2.19939066	-1.79709400
2.19964068	-1.79709400
2.19989069	-1.81174500
2.20014071	-1.80197800
2.20039073	-1.81174500
2.20064074	-1.80686100
2.20089076	-1.81174500
2.20114077	-1.80197800
2.20139079	-1.79709400
2.20164081	-1.80686100
2.20189082	-1.81662800
2.20214084	-1.80197800
2.20239085	-1.80197800
2.20264087	-1.79709400
2.20289089	-1.78732800
2.20314090	-1.79221100
2.20339092	-1.80686100
2.20364093	-1.80197800
2.20389095	-1.79709400
2.20414097	-1.80686100
2.20439098	-1.80686100
2.20464100	-1.78732800
2.20489101	-1.80686100
2.20514103	-1.80197800
2.20539105	-1.79709400
2.20564106	-1.80686100
2.20589108	-1.80686100
2.20614109	-1.79221100
2.20639111	-1.79221100
2.20664113	-1.80686100
2.20689114	-1.81174500
2.20714116	-1.81174500
2.20739117	-1.80197800
2.20764119	-1.81662800
2.20789121	-1.80197800
2.20814122	-1.81174500
2.20839124	-1.81174500
2.20864125	-1.80197800
2.20889127	-1.80197800
2.20914129	-1.81174500
2.20939130	-1.80197800
2.20964132	-1.80197800
2.20989133	-1.79221100
2.21014135	-1.80197800
2.21039137	-1.79221100
2.21064138	-1.79709400
2.21089140	-1.80197800
2.21114141	-1.80197800
2.21139143	-1.79709400
2.21164145	-1.81174500
2.21189146	-1.80197800
2.21214148	-1.79221100
2.21239149	-1.81174500
2.21264151	-1.79221100
2.21289153	-1.80686100
2.21314154	-1.81662800
2.21339156	-1.79221100
2.21364157	-1.80197800
2.21389159	-1.79709400
2.21414161	-1.79221100
2.21439162	-1.79709400
2.21464164	-1.80197800
2.21489165	-1.80686100
2.21514167	-1.79221100
2.21539169	-1.79709400
2.21564170	-1.80686100
2.21589172	-1.79709400
2.21614173	-1.80197800
2.21639175	-1.80197800
2.21664177	-1.81662800
2.21689178	-1.80686100
2.21714180	-1.81174500
2.21739181	-1.79709400
2.21764183	-1.81174500
2.21789185	-1.80197800
2.21814186	-1.79221100
2.21839188	-1.80686100
2.21864189	-1.80197800
2.21889191	-1.80197800
2.21914193	-1.79709400
2.21939194	-1.80197800
2.21964196	-1.82639500
2.21989197	-1.78732800
2.22014199	-1.82639500
2.22039201	-1.81174500
2.22064202	-1.79709400
2.22089204	-1.81662800
2.22114205	-1.79221100
2.22139207	-1.80197800
2.22164209	-1.80686100
2.22189210	-1.81174500
2.22214212	-1.80197800
2.22239213	-1.80686100
2.22264215	-1.78244400
2.22289217	-1.79709400
2.22314218	-1.79709400
2.22339220	-1.80197800
2.22364221	-1.79221100
2.22389223	-1.80197800
2.22414225	-1.80197800
2.22439226	-1.81174500
2.22464228	-1.80686100
2.22489229	-1.79709400
2.22514231	-1.79221100
2.22539233	-1.79221100
2.22564234	-1.80686100
2.22589236	-1.81662800
2.22614237	-1.80686100
2.22639239	-1.81174500
2.22664241	-1.81662800
2.22689242	-1.79221100
2.22714244	-1.81662800
2.22739245	-1.80686100
2.22764247	-1.80686100
2.22789249	-1.79221100
2.22814250	-1.78732800
2.22839252	-1.81174500
2.22864253	-1.79709400
2.22889255	-1.79709400
2.22914257	-1.79221100
2.22939258	-1.79221100
2.22964260	-1.79221100
2.22989261	-1.81662800
2.23014263	-1.79221100
2.23039265	-1.78732800
2.23064266	-1.79709400
2.23089268	-1.80197800
2.23114269	-1.80197800
2.23139271	-1.81174500
2.23164273	-1.79221100
2.23189274	-1.79709400
2.23214276	-1.78244400
2.23239277	-1.79709400
2.23264279	-1.80686100
2.23289281	-1.78732800
2.23314282	-1.81174500
2.23339284	-1.81662800
2.23364285	-1.78244400
2.23389287	-1.79709400
2.23414289	-1.80197800
2.23439290	-1.80686100
2.23464292	-1.81662800
2.23489293	-1.81662800
2.23514295	-1.80686100
2.23539297	-1.78244400
2.23564298	-1.79709400
2.23589300	-1.81174500
2.23614301	-1.78732800
2.23639303	-1.79709400
2.23664305	-1.79221100
2.23689306	-1.79709400
2.23714308	-1.79221100
2.23739309	-1.81174500
2.23764311	-1.81174500
2.23789313	-1.81662800
2.23814314	-1.78732800
2.23839316	-1.80686100
2.23864317	-1.78244400
2.23889319	-1.80197800
2.23914321	-1.81174500
2.23939322	-1.80686100
2.23964324	-1.81174500
2.23989325	-1.80197800
2.24014327	-1.79709400
2.24039329	-1.80686100
2.24064330	-1.79709400
2.24089332	-1.79221100
2.24114333	-1.79709400
2.24139335	-1.80197800
2.24164337	-1.79221100
2.24189338	-1.78732800
2.24214340	-1.82151100
2.24239341	-1.81662800
2.24264343	-1.79709400
2.24289345	-1.80197800
2.24314346	-1.81174500
2.24339348	-1.80197800
2.24364349	-1.79221100
2.24389351	-1.80197800
2.24414353	-1.78244400
2.24439354	-1.81174500
2.24464356	-1.80686100
2.24489357	-1.80197800
2.24514359	-1.78732800
2.24539361	-1.79709400
2.24564362	-1.79221100
2.24589364	-1.79709400
2.24614365	-1.78732800
2.24639367	-1.79709400
2.24664369	-1.80686100
2.24689370	-1.81662800
2.24714372	-1.78732800
2.24739373	-1.81174500
2.24764375	-1.81174500
2.24789376	-1.80197800
2.24814378	-1.80686100
2.24839380	-1.80686100
2.24864381	-1.78732800
2.24889383	-1.81662800
2.24914384	-1.81662800
2.24939386	-1.79709400
2.24964388	-1.79709400
2.24989389	-1.81174500
2.25014391	-1.79221100
2.25039392	-1.80686100
2.25064394	-1.79709400
2.25089396	-1.79221100
2.25114397	-1.82151100
2.25139399	-1.80197800
2.25164400	-1.80197800
2.25189402	-1.79709400
2.25214404	-1.80197800
2.25239405	-1.80686100
2.25264407	-1.79709400
2.25289408	-1.78732800
2.25314410	-1.80686100
2.25339412	-1.79221100
2.25364413	-1.80686100
2.25389415	-1.78732800
2.25414416	-1.79221100
2.25439418	-1.81662800
2.25464420	-1.80197800
2.25489421	-1.81174500
2.25514423	-1.81662800
2.25539424	-1.80686100
2.25564426	-1.81662800
2.25589428	-1.78732800
2.25614429	-1.81174500
2.25639431	-1.81662800
2.25664432	-1.78732800
2.25689434	-1.81662800
2.25714436	-1.80686100
2.25739437	-1.80197800
2.25764439	-1.80197800
2.25789440	-1.79709400
2.25814442	-1.79221100
2.25839444	-1.80197800
2.25864445	-1.81174500
2.25889447	-1.80686100
2.25914448	-1.81174500
2.25939450	-1.80197800
2.25964452	-1.80686100
2.25989453	-1.81174500
2.26014455	-1.78732800
2.26039456	-1.78732800
2.26064458	-1.81174500
2.26089460	-1.79221100
2.26114461	-1.80197800
2.26139463	-1.81174500
2.26164464	-1.79221100
2.26189466	-1.81174500
2.26214468	-1.80197800
2.26239469	-1.80197800
2.26264471	-1.80686100
2.26289472	-1.80197800
2.26314474	-1.79709400
2.26339476	-1.79709400
2.26364477	-1.80686100
2.26389479	-1.80197800
2.26414480	-1.80686100
2.26439482	-1.80686100
2.26464484	-1.80197800
2.26489485	-1.80197800
2.26514487	-1.79709400
2.26539488	-1.80686100
2.26564490	-1.79709400
2.26589492	-1.81174500
2.26614493	-1.80686100
2.26639495	-1.79709400
2.26664496	-1.81662800
2.26689498	-1.81174500
2.26714500	-1.80197800
2.26739501	-1.81174500
2.26764503	-1.80686100
2.26789504	-1.81662800
2.26814506	-1.81662800
2.26839508	-1.77756100
2.26864509	-1.79709400
2.26889511	-1.80686100
2.26914512	-1.79221100
2.26939514	-1.80686100
2.26964516	-1.80686100
2.26989517	-1.81174500
2.27014519	-1.81174500
2.27039520	-1.80686100
2.27064522	-1.80686100
2.27089524	-1.80197800
2.27114525	-1.80686100
2.27139527	-1.79221100
2.27164528	-1.78732800
2.27189530	-1.80686100
